,Libro,Frases,palabras,sustantivos,nombrespropios,NEU,POS,NEG,Felicidad,Enojo,Disgusto,Tristeza,Sorpresa,Miedo,Otros,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,token_length_mean,token_length_median,token_length_std,coef_facilidad_lect,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,first_order_coherence,second_order_coherence
0,4,148,"'sergio': 12, 'volver': 7, 'año': 6","'años': 6, 'miedo': 5, 'tiempo': 5",,0.48556021044685227,0.15783108104290944,0.3566087084583233,0.04081243930861977,0.016899786403538765,0.0060781313417514,0.056744548227052785,0.019037470662796468,0.03844719616471274,0.8219804360666564,1836,753,0.41013071895424835,8724,148,12.405405405405405,9.0,9.547065374662461,1.8447712418300655,2.0,1.015876099975752,4.576252723311547,4.0,2.688465296950386,83.50021197668256,2.412512825335655,0.8538902279100321,0.39175884052945115,0.08956903783948483,0.052363299351251155,0.13067655236329936,0.056997219647822055,0.042632066728452274,0.021779425393883226,0.13160333642261354,0.0004633920296570899,0.16635773864689526,0.006487488415199258,0.0004633920296570899,0.0732159406858202,0.023169601482854494,0.1459684893419833,0.025486561631139944,0.0009267840593141798,0.12140871177015755,0.0,0.4779921802185273,0.46317885433361955
1,1,217,"'dimensión': 36, 'luz': 20, 'mundi': 20","'luz': 19, 'lugar': 18, 'dimensión': 18",,0.44370301527911066,0.31298222139366144,0.24331476433580304,0.07428691268298766,0.021670012636923485,0.00594500996940796,0.09864402675710421,0.01575399985231678,0.017602254412741044,0.7660977926908902,4802,1444,0.30070803831736775,23144,217,22.129032258064516,20.0,14.849845550993463,1.852353186172428,2.0,1.0025289148517138,4.672428154935443,4.0,2.697652329323192,73.12719592642853,2.991831395497489,1.1381216446630542,0.4069624880140117,0.06539204609255549,0.05937897221717814,0.13600871617940802,0.050481205738151444,0.039041220265117124,0.027419647721082258,0.12674777555838024,0.0009079353550027238,0.1558017069184674,0.00417650263301253,0.0005447612130016343,0.08607227165425822,0.0397675685491193,0.1274741238423824,0.026874886508080623,0.0,0.11893953150535681,0.0003631741420010895,0.6140372802037746,0.6083035147987133
2,1,282,"'ojo': 25, 'anne': 24, 'lugar': 22","'vez': 27, 'torre': 20, 'lugar': 19",,0.4427135691099556,0.3153489493151486,0.24193748322411288,0.07769438516295346,0.020583673270917927,0.004445144340508627,0.07060823580197509,0.030476643918441272,0.02376718776491892,0.7724247287144779,6299,1722,0.27337672646451816,29626,282,22.336879432624112,20.0,13.232374394115022,1.8214002222575012,2.0,0.985211756485997,4.550563581520876,4.0,2.6166588535777078,74.77236964327334,3.113295916808025,0.7858603660890782,0.390227154324981,0.05851354604725445,0.059358215121884036,0.12780608731579673,0.06817242804021485,0.040214846439884315,0.02575402837074783,0.11568654455309187,0.0030298856906762154,0.1575540559151632,0.003305329844374053,0.0005508883073956756,0.09241151356562458,0.011017766147913511,0.12932103016113483,0.030023412753064315,0.002341275306431621,0.13317724831290456,0.0002754441536978378,0.6209166200162041,0.6183731103182903
3,2,236,"'ashley': 19, 'sentir': 14, 'volver': 11","'vez': 9, 'estudiantes': 6, 'momento': 6",,0.49941593995002115,0.16844685060382522,0.33213720721354456,0.028725291972277463,0.01726905786668116,0.007176382775084013,0.05849210931860321,0.03554270293398847,0.017438693925091144,0.8353557607752934,2804,1096,0.3908701854493581,13727,236,11.88135593220339,10.5,7.858029998007353,1.8887303851640513,2.0,1.0435051283944146,4.6686875891583455,4.0,2.752719493770956,81.39719383930947,2.3955367022426666,0.8161290473708013,0.39838927497125726,0.09069908446197797,0.054819277108433734,0.11506024096385542,0.05391566265060241,0.03162650602409638,0.03674698795180723,0.11987951807228915,0.0018072289156626507,0.16295180722891567,0.004216867469879518,0.0,0.0783132530120482,0.02078313253012048,0.1496987951807229,0.02891566265060241,0.00030120481927710846,0.14066265060240965,0.00030120481927710846,0.5280653178632417,0.49304571887876236
4,2,261,"'murphy': 19, 'scott': 14, 'pensar': 11","'padre': 9, 'apartamento': 9, 'vez': 8",,0.552266289947476,0.16962692160087983,0.2781067821946552,0.054710637123374824,0.03279625349727163,0.01192742338112129,0.04004515051775723,0.017378375780326225,0.008641230607257222,0.8345009272555032,3591,1371,0.3817878028404344,17763,261,13.758620689655173,11.0,10.52160577743802,1.9030910609857978,2.0,1.0538647614642767,4.739348370927318,4.0,2.788269080519729,78.62074323740386,2.4594516249696663,0.8551000270870591,0.3970263821662783,0.0849934325574636,0.05903527717782577,0.14014878809695225,0.049196064314854814,0.03767698584113271,0.03023758099352052,0.12622990160787137,0.0011999040076793857,0.1867050635949124,0.0069594432445404366,0.00023998080153587713,0.05855531557475402,0.03815694744420446,0.1319894408447324,0.022798176145908327,0.0,0.11087113030957524,0.0,0.5101404946082486,0.4927877636345887
5,3,232,"'aureliano': 48, 'úrsula': 33, 'casa': 27","'aureliano': 34, 'casa': 26, 'úrsula': 15",,0.39684758309660284,0.11950980782396449,0.48364260868602915,0.025171017513739884,0.08008043687738697,0.01618339938093037,0.1558344771347665,0.01519917877390228,0.013845190732197431,0.6936863016809842,7936,2371,0.29876512096774194,36008,232,34.206896551724135,31.5,25.498822569632,1.8606350806451613,1.0,1.0542171456682732,4.509324596774194,4.0,2.895728874253479,60.310860678531704,3.1569887952706956,1.0865322483754403,0.39361190121343514,0.0853433563044049,0.057503181765590654,0.14960083304408192,0.03424736781210228,0.026264028693740598,0.03783408538701839,0.12437810945273632,0.00023140113386555593,0.17517065833622586,0.008908943653823904,0.00023140113386555593,0.06560222145088511,0.04153650352886729,0.08214740252227236,0.028115237764665048,0.0,0.11211384935786185,0.0,0.6702980057888733,0.6718594629317522
6,4,186,"'sergio': 22, 'nicte': 16, 'niño': 11","'nicte': 16, 'niños': 9, 'socorro': 9",,0.48117064728692016,0.1535193216486243,0.3653100355708551,0.0259070438567564,0.024642328168024554,0.006429967232824927,0.05082970323330242,0.05739505833230152,0.0386602913631284,0.7961355938415934,2322,881,0.37941429801894916,11039,186,12.483870967741936,10.0,10.085775038830102,1.8066322136089579,2.0,0.9817845429880789,4.552971576227391,4.0,2.607877856568842,85.70851879636575,2.378773474887102,0.8949079472707488,0.39080449016615854,0.09092099170761757,0.03549659376120473,0.12119039082108282,0.048404446038006456,0.04051631409107207,0.0190032269630692,0.11652922194334887,0.002151308712800287,0.14593044101828612,0.005378271782000717,0.0,0.09071351738974542,0.0380064539261384,0.16385801362495517,0.03155252778773754,0.0007171029042667623,0.13983506633201864,0.0007171029042667623,0.4747470323537552,0.4434465201693061
7,2,118,"'hope': 24, 'sally': 15, 'anónimo': 8","'sally': 14, 'veterinario': 8, 'casa': 7",,0.5620170548810797,0.15751955988895844,0.2804633860113257,0.04339738320154769,0.009630679414840415,0.0048593774828093,0.06217349367018915,0.030331561454844076,0.02669420224857138,0.8229133081622422,1211,558,0.4607762180016515,6065,118,10.26271186440678,9.0,7.36278775283174,1.9091659785301405,2.0,0.9962805550522188,4.722543352601156,4.0,2.685676993550453,81.82207518649666,2.24442994117487,0.7899059715570608,0.3997140964498802,0.0864273512695278,0.045484508899143045,0.1094264996704021,0.04878048780487805,0.037574159525379035,0.02900461437046803,0.0962425840474621,0.005273566249176005,0.14700065919578115,0.0065919578114700065,0.0,0.05866842452208306,0.045484508899143045,0.1944627554383652,0.02900461437046803,0.0,0.14700065919578115,0.0,0.4580316947072617,0.483464413442938
8,3,228,"'josé': 39, 'arcadio': 39, 'buendía': 30","'aldea': 15, 'niños': 15, 'tiempo': 14",,0.41056532601482776,0.17282089540375428,0.41661378078922434,0.028041130910359993,0.028953975184425905,0.008135147961774348,0.10734900933911967,0.020545459549012185,0.01842860738326093,0.7885466642160042,6260,2034,0.32492012779552715,28923,228,27.45614035087719,25.0,18.71679063754722,1.8747603833865816,2.0,1.0492513792990104,4.5746006389776355,4.0,2.9232504530261867,66.34911383891038,2.9670759367164923,0.959159812475033,0.39366330554691836,0.07805124766233411,0.07158320103911098,0.15615528936354453,0.027709626208688123,0.019483330927983836,0.03276086015298023,0.14100158753066822,0.0,0.19974022225429355,0.004906912974455189,0.00043296290951075193,0.04632703131765045,0.03651320536874008,0.09640640785106076,0.01717419541059316,0.0002886419396738346,0.094241593303507,0.0,0.65279311479976,0.6473645473278202
9,4,226,"'jop': 16, 'guillén': 15, 'sergio': 15","'sargento': 9, 'miedo': 8, 'vida': 6",,0.5258363143796414,0.15719187923138384,0.3169718056554552,0.03388237663712383,0.017978144107634753,0.005486381527621596,0.06995669538536381,0.030407573234826117,0.01959581104474476,0.8226930171548001,2380,928,0.3899159663865546,11496,226,10.530973451327434,8.0,8.652147716858481,1.8495798319327732,2.0,0.989047071262577,4.598739495798319,4.0,2.6376234065269,85.12361716367963,2.230008328893513,0.8634250922849749,0.4043759940163143,0.09717647320276881,0.04435346298191743,0.10644831115660185,0.052541794609348345,0.037529853292391675,0.022859092459911294,0.11497782326850904,0.006482429205049471,0.14602524735585123,0.006482429205049471,0.000682360968952576,0.07505970658478335,0.042988741044012284,0.18355510064824293,0.02661207778915046,0.001364721937905152,0.13169566700784716,0.000341180484476288,0.42283763584991296,0.4014386050319964
